Month,Total_Hospital_Beds,Daily_Admissions,Daily_Discharges,Emergency_Admissions,ICU_Admissions,Staff_Availability,Avg_Length_of_Stay,Public_Holiday,Special_Event,Over_Capacity,Year,Quarter,Month_Num,Week_Number,Day,Day_of_Week_Num,Day_of_Year,Is_Weekend,Lag_1_Day_Occupancy,Lag_7_Day_Occupancy,Lag_30_Day_Occupancy,Lag_1_Day_Admissions,Lag_7_Day_Admissions,Lag_30_Day_Admissions,Rolling_7_Day_Occupancy_Mean,Rolling_7_Day_Occupancy_Std,Rolling_30_Day_Occupancy_Mean,Rolling_30_Day_Occupancy_Std,Rolling_7_Day_Admissions_Mean,Rolling_7_Day_Admissions_Std,Rolling_30_Day_Admissions_Mean,Admission_Discharge_Ratio,ICU_Admission_Ratio,Emergency_Admission_Ratio,Staff_Per_Bed_Ratio,Admissions_LOS_Interaction,Staff_Admissions_Interaction,Emergency_Admissions_Interaction,Department_Encoded,Day_of_Week_Encoded,Season_Encoded,Target
1.0,332.0,40.0,67.0,17.0,7.0,84.0,4.0,0,0,0,2021,1,1,53,3,6,3,1,67.44333333333333,69.1,87.285,73.33333333333333,36.0,31.0,83.72166666666666,23.021039772830036,83.72166666666666,23.021039772830036,56.666666666666664,23.57022603955158,56.666666666666664,0.5970149253731343,0.175,0.425,0.25225225225225223,160.0,3360.0,680.0,4,3,4,100.0
1.0,331.0,72.0,57.0,17.0,12.0,90.0,5.0,0,0,0,2021,1,1,53,3,6,3,1,96.88,70.645,112.8,62.0,44.0,65.0,92.74333333333334,8.325216713896003,92.74333333333334,8.325216713896003,64.0,7.211102550927978,64.0,1.263157894736842,0.16666666666666666,0.2361111111111111,0.2710843373493976,360.0,6480.0,1224.0,3,3,4,98.19
1.0,329.0,47.333333333333336,50.333333333333336,15.333333333333334,5.666666666666667,81.33333333333333,4.333333333333333,1,0,0,2021,1,1,53,3,6,3,1,91.88,109.99000000000001,62.410000000000004,58.0,70.0,52.5,74.88666666666667,21.228990398352277,74.88666666666667,21.228990398352277,56.44444444444445,8.441519961432256,56.44444444444445,0.9403973509933775,0.11971830985915494,0.323943661971831,0.24646464646464644,205.11111111111111,3849.777777777778,725.7777777777778,2,3,4,81.69
1.0,385.0,25.0,26.0,15.0,2.0,81.0,2.0,0,0,0,2021,1,1,1,4,0,4,0,55.47,55.47,55.47,76.0,76.0,76.0,65.91499999999999,14.771460658986983,65.91499999999999,14.771460658986983,50.5,36.062445840513924,50.5,0.9615384615384616,0.08,0.6,0.20984455958549222,50.0,2025.0,375.0,0,1,4,76.36
1.0,311.5,51.0,40.0,20.5,11.5,83.5,9.0,0,0,0,2021,1,1,1,4,0,4,0,57.85,66.97999999999999,101.51,52.0,41.0,55.0,76.1588888888889,19.069092017460367,76.1588888888889,19.069092017460367,46.888888888888886,8.00231448001371,46.888888888888886,1.275,0.22549019607843138,0.4019607843137255,0.2672,459.0,4258.5,1045.5,5,1,4,74.72
1.0,325.0,53.0,52.0,14.0,1.0,87.0,9.0,0,0,1,2021,1,1,1,4,0,4,0,100.0,69.1,87.285,40.0,36.0,31.0,94.68777777777778,25.015013788019683,94.68777777777778,25.015013788019683,55.444444444444436,16.800573182461935,55.444444444444436,1.0192307692307692,0.018867924528301886,0.2641509433962264,0.2668711656441718,477.0,4611.0,742.0,4,1,4,116.62
1.0,341.5,42.0,47.5,16.5,3.5,97.0,9.0,0,0,0,2021,1,1,1,5,1,5,0,90.45,83.71,74.61,45.0,70.0,72.0,83.3425,10.051522894566775,83.3425,10.051522894566775,43.5,2.1213203435596424,43.5,0.8842105263157894,0.08333333333333333,0.39285714285714285,0.2832116788321168,378.0,4074.0,693.0,6,5,4,76.235
1.0,358.0,73.0,42.0,17.0,3.0,80.0,4.0,0,0,1,2021,1,1,1,5,1,5,0,74.72,66.97999999999999,101.51,51.0,41.0,55.0,82.74666666666667,20.396456663951334,82.74666666666667,20.396456663951334,53.416666666666664,14.599276998841038,53.416666666666664,1.7380952380952381,0.0410958904109589,0.2328767123287671,0.22284122562674094,292.0,5840.0,1241.0,5,5,4,102.51
1.0,311.0,62.0,22.0,9.0,10.0,78.0,9.0,0,0,0,2021,1,1,1,5,1,5,0,98.19,70.645,112.8,72.0,44.0,65.0,89.2525,9.744220081668926,89.2525,9.744220081668926,63.5,5.972157622389639,63.5,2.8181818181818183,0.16129032258064516,0.14516129032258066,0.25,558.0,4836.0,558.0,3,5,4,78.78
1.0,374.0,68.0,67.0,25.0,3.0,98.0,3.0,0,0,0,2021,1,1,1,5,1,5,0,83.14500000000001,87.65,102.52,25.5,71.0,41.0,70.58250000000001,17.766057877312015,70.58250000000001,17.766057877312015,46.75,30.05203820042827,46.75,1.0149253731343284,0.04411764705882353,0.36764705882352944,0.2613333333333333,204.0,6664.0,1700.0,1,5,4,58.02
1.0,325.0,54.0,62.0,9.0,9.0,92.0,5.0,0,0,0,2021,1,1,1,6,2,6,0,81.69,109.99000000000001,62.410000000000004,47.333333333333336,70.0,52.5,76.6275,17.67961231663937,76.6275,17.67961231663937,55.833333333333336,6.999999999999998,55.833333333333336,0.8709677419354839,0.16666666666666666,0.16666666666666666,0.2822085889570552,270.0,4968.0,486.0,2,6,4,81.85
1.0,378.0,75.0,63.0,20.0,7.0,99.0,5.0,0,0,0,2021,1,1,1,6,2,6,0,76.36,55.47,55.47,25.0,76.0,76.0,71.81,14.606543054398605,71.81,14.606543054398605,58.666666666666664,29.160475533388226,58.666666666666664,1.1904761904761905,0.09333333333333334,0.26666666666666666,0.2612137203166227,375.0,7425.0,1500.0,0,6,4,83.6
1.0,319.0,22.0,68.0,25.0,12.0,90.0,7.0,0,0,1,2021,1,1,1,6,2,6,0,78.78,70.645,112.8,62.0,44.0,65.0,93.97200000000001,13.51224518723665,93.97200000000001,13.51224518723665,55.2,19.266551326067674,55.2,0.3235294117647059,0.5454545454545454,1.1363636363636365,0.28125,154.0,1980.0,550.0,3,6,4,112.85
1.0,372.0,49.0,40.0,13.0,8.0,82.0,9.0,0,0,0,2021,1,1,1,6,2,6,0,58.02,87.65,102.52,68.0,71.0,41.0,77.61166666666666,17.494112104743508,77.61166666666666,17.494112104743508,47.5,21.289668856043768,47.5,1.225,0.16326530612244897,0.2653061224489796,0.21983914209115282,441.0,4018.0,637.0,1,6,4,91.67
1.0,369.0,69.0,23.0,5.0,11.0,79.0,4.0,0,0,1,2021,1,1,1,7,3,7,0,91.67,87.65,102.52,49.0,71.0,41.0,84.36125,19.653417164707,84.36125,19.653417164707,52.875,20.438423781365007,52.875,3.0,0.15942028985507245,0.07246376811594203,0.21351351351351353,276.0,5451.0,345.0,1,4,4,104.61
1.0,367.0,53.0,68.0,14.0,6.0,88.0,1.0,0,1,0,2021,1,1,1,7,3,7,0,102.51,66.97999999999999,101.51,73.0,41.0,55.0,79.33133333333333,19.24406641596891,79.33133333333333,19.24406641596891,53.33333333333333,12.644717825593775,53.33333333333333,0.7794117647058824,0.11320754716981132,0.2641509433962264,0.2391304347826087,53.0,4664.0,742.0,5,4,4,65.67
1.0,358.0,53.5,30.5,11.5,11.0,81.5,5.5,0,0,0,2021,1,1,1,7,3,7,0,116.62,69.1,87.285,53.0,36.0,31.0,88.73208333333334,23.644205670852124,88.73208333333334,23.644205670852124,54.95833333333333,13.752020053634139,54.95833333333333,1.7540983606557377,0.205607476635514,0.21495327102803738,0.22701949860724233,294.25,4360.25,615.25,4,4,4,70.865
1.0,344.0,76.0,59.0,14.0,7.0,75.0,6.0,0,0,0,2021,1,1,1,7,3,7,0,112.85,70.645,112.8,22.0,44.0,65.0,89.115,16.958989061851533,89.115,16.958989061851533,58.666666666666664,19.211107897949734,58.666666666666664,1.2881355932203389,0.09210526315789473,0.18421052631578946,0.21739130434782608,456.0,5700.0,1064.0,3,4,4,64.83
1.0,357.0,76.0,51.0,16.0,11.0,87.0,4.0,0,0,0,2021,1,1,1,8,4,8,0,83.6,55.47,55.47,75.0,76.0,76.0,69.2625,12.968927930506311,69.2625,12.968927930506311,63.0,25.337718918639855,63.0,1.4901960784313726,0.14473684210526316,0.21052631578947367,0.2430167597765363,304.0,6612.0,1216.0,0,0,4,61.62
1.0,315.0,42.0,55.0,17.0,7.0,78.0,6.0,0,0,0,2021,1,1,1,8,4,8,0,104.61,87.65,102.52,69.0,71.0,41.0,81.922,17.872949043176952,81.922,17.872949043176952,50.7,18.35619786339208,50.7,0.7636363636363637,0.16666666666666666,0.40476190476190477,0.2468354430379747,252.0,3276.0,714.0,1,0,4,72.16499999999999
1.0,339.0,39.0,36.0,18.0,6.0,70.0,9.0,0,0,0,2021,1,1,1,8,4,8,0,70.865,69.1,87.285,53.5,36.0,31.0,84.08366666666666,22.963563179282286,84.08366666666666,22.963563179282286,51.766666666666666,13.884243667633545,51.766666666666666,1.0833333333333333,0.15384615384615385,0.46153846153846156,0.20588235294117646,351.0,2730.0,702.0,4,0,4,65.49
1.0,354.0,46.0,21.0,18.0,6.0,82.0,8.0,0,0,0,2021,1,1,1,8,4,8,0,65.67,66.97999999999999,101.51,53.0,41.0,55.0,79.19777777777779,17.2155248626435,79.19777777777779,17.2155248626435,52.11111111111111,11.699319385078525,52.11111111111111,2.1904761904761907,0.13043478260869565,0.391304347826087,0.23098591549295774,368.0,3772.0,828.0,5,0,4,78.53
1.0,363.0,65.0,67.0,18.0,1.0,86.0,5.0,0,0,0,2021,1,1,1,9,5,9,1,81.85,109.99000000000001,62.410000000000004,54.0,70.0,52.5,75.40599999999999,15.552711339184556,75.40599999999999,15.552711339184556,57.66666666666667,7.318166133366716,57.66666666666667,0.9701492537313433,0.015384615384615385,0.27692307692307694,0.23626373626373626,325.0,5590.0,1170.0,2,2,4,70.52
1.0,311.0,42.0,48.0,24.0,12.0,85.0,5.0,1,0,1,2021,1,1,1,9,5,9,1,65.49,69.1,87.285,39.0,36.0,31.0,87.05805555555555,21.793166880588632,87.05805555555555,21.793166880588632,50.138888888888886,13.042842510002975,50.138888888888886,0.875,0.2857142857142857,0.5714285714285714,0.2724358974358974,210.0,3570.0,1008.0,4,2,4,101.93
1.0,365.0,39.0,70.0,14.0,1.0,100.0,10.0,0,0,0,2021,1,1,1,9,5,9,1,64.83,70.645,112.8,76.0,44.0,65.0,88.2042857142857,15.667755483947337,88.2042857142857,15.667755483947337,55.857142857142854,19.04755952371652,55.857142857142854,0.5571428571428572,0.02564102564102564,0.358974358974359,0.273224043715847,390.0,3900.0,546.0,3,2,4,82.74
1.0,391.0,78.0,26.0,14.0,2.0,83.0,7.0,0,0,0,2021,1,1,1,10,6,10,1,78.53,66.97999999999999,101.51,46.0,41.0,55.0,78.29666666666667,15.89536375453198,78.29666666666667,15.89536375453198,55.8095238095238,14.484803202305647,55.8095238095238,3.0,0.02564102564102564,0.1794871794871795,0.21173469387755103,546.0,6474.0,1092.0,5,3,4,72.89
1.0,315.0,54.0,36.0,16.0,6.0,75.0,10.0,0,0,0,2021,1,1,1,10,6,10,1,101.93,69.1,87.285,42.0,36.0,31.0,83.73690476190475,21.748457425684826,83.73690476190475,21.748457425684826,50.69047619047619,11.995534883566348,50.69047619047619,1.5,0.1111111111111111,0.2962962962962963,0.23734177215189872,540.0,4050.0,864.0,4,3,4,63.81
1.0,355.0,76.0,26.0,16.0,1.0,70.0,7.0,0,0,0,2021,1,1,1,10,6,10,1,72.16499999999999,87.65,102.52,42.0,71.0,41.0,79.81833333333333,16.79602115581743,79.81833333333333,16.79602115581743,54.916666666666664,19.396949932055467,54.916666666666664,2.923076923076923,0.013157894736842105,0.21052631578947367,0.19662921348314608,532.0,5320.0,1216.0,1,3,4,69.3
1.0,342.0,47.5,19.0,17.0,6.5,84.0,9.0,0,0,0,2021,1,1,1,10,6,10,1,76.235,83.71,74.61,42.0,70.0,72.0,80.91000000000001,8.262428517088665,80.91000000000001,8.262428517088665,44.833333333333336,2.75378527364305,44.833333333333336,2.5,0.1368421052631579,0.35789473684210527,0.24489795918367346,427.5,3990.0,807.5,6,3,4,76.045
1.0,360.0,50.0,56.0,18.0,4.0,91.0,8.0,0,0,0,2021,1,1,1,10,6,10,1,61.62,55.47,55.47,76.0,76.0,76.0,73.354,14.486085737700165,73.354,14.486085737700165,60.4,22.700220263248546,60.4,0.8928571428571429,0.08,0.36,0.2520775623268698,400.0,4550.0,900.0,0,3,4,89.72
1.0,311.0,73.0,35.0,8.0,12.0,88.0,9.0,0,0,1,2021,1,1,2,11,0,11,0,69.3,87.65,102.52,76.0,71.0,41.0,84.81428571428572,20.243650533062507,84.81428571428572,20.243650533062507,57.5,18.980252896102304,57.5,2.085714285714286,0.1643835616438356,0.1095890410958904,0.28205128205128205,657.0,6424.0,584.0,1,1,4,114.79
1.0,368.0,25.0,51.0,14.0,9.0,71.0,7.0,0,0,0,2021,1,1,2,11,0,11,0,89.72,55.47,55.47,50.0,76.0,76.0,74.35333333333334,13.185952626437984,74.35333333333334,13.185952626437984,54.5,24.9218779388713,54.5,0.49019607843137253,0.36,0.56,0.19241192411924118,175.0,1775.0,350.0,0,1,4,79.35
1.0,348.0,36.5,32.0,17.5,6.0,80.5,6.0,0,0,0,2021,1,1,2,11,0,11,0,82.74,83.16,112.8,39.0,58.0,65.0,86.78642857142857,16.620438400326496,86.333125,15.440859278804956,52.785714285714285,20.33440668517514,53.4375,1.140625,0.1643835616438356,0.4794520547945205,0.23065902578796563,219.0,2938.25,638.75,3,1,4,73.235
1.0,372.0,69.0,34.0,13.0,8.0,83.0,1.0,0,0,0,2021,1,1,2,11,0,11,0,76.045,83.71,74.61,47.5,70.0,72.0,74.1225,15.158906347974668,74.1225,15.158906347974668,50.875,12.290748553281855,50.875,2.0294117647058822,0.11594202898550725,0.18840579710144928,0.2225201072386059,69.0,5727.0,897.0,6,1,4,53.76
1.0,367.0,61.0,27.0,5.0,3.0,92.0,7.0,0,0,0,2021,1,1,2,11,0,11,0,70.52,109.99000000000001,62.410000000000004,65.0,70.0,52.5,79.23333333333333,16.77499170392244,79.23333333333333,16.77499170392244,58.22222222222223,6.685528871846737,58.22222222222223,2.259259259259259,0.04918032786885246,0.08196721311475409,0.25,427.0,5612.0,305.0,2,1,4,98.37
1.0,318.5,34.5,33.5,10.0,6.5,86.0,6.5,0,0,0,2021,1,1,2,12,1,12,0,98.37,109.99000000000001,62.410000000000004,61.0,70.0,52.5,78.0942857142857,15.607123221083867,78.0942857142857,15.607123221083867,54.833333333333336,10.846146269015962,54.833333333333336,1.0298507462686568,0.18840579710144928,0.2898550724637681,0.26917057902973396,224.25,2967.0,345.0,2,5,4,71.25999999999999
1.0,319.5,35.5,21.5,17.0,5.0,94.5,6.5,0,1,0,2021,1,1,2,12,1,12,0,63.81,67.44333333333333,87.285,54.0,73.33333333333333,31.0,83.61785714285713,21.85453268339371,81.59604166666666,21.02595984139569,45.285714285714285,7.9259970080380775,48.791666666666664,1.6511627906976745,0.14084507042253522,0.4788732394366197,0.2948517940717629,230.75,3354.75,603.5,4,5,4,66.61
1.0,341.5,60.5,61.0,14.5,6.0,85.5,4.0,0,1,0,2021,1,1,2,12,1,12,0,73.235,96.88,112.8,36.5,62.0,65.0,84.49428571428572,16.09449036900812,85.72222222222223,14.559410640353695,52.57142857142857,20.228751344370743,54.22222222222222,0.9918032786885246,0.09917355371900827,0.2396694214876033,0.24963503649635035,242.0,5172.75,877.25,3,5,4,80.835
1.0,363.0,80.0,47.0,20.0,3.0,76.0,5.0,0,0,0,2021,1,1,2,12,1,12,0,72.89,95.90666666666668,101.51,78.0,37.666666666666664,55.0,78.56714285714285,16.25695411640376,80.73458333333333,16.25162867906544,61.857142857142854,14.484803202305649,58.83333333333333,1.702127659574468,0.0375,0.25,0.2087912087912088,400.0,6080.0,1600.0,5,5,4,97.8
1.0,350.0,57.0,68.0,21.0,6.5,72.5,6.5,0,1,0,2021,1,1,2,12,1,12,0,53.76,83.71,74.61,69.0,70.0,72.0,76.262,13.97253135620028,76.262,13.97253135620028,52.1,10.99090533122727,52.1,0.8382352941176471,0.11403508771929824,0.3684210526315789,0.20655270655270655,370.5,4132.5,1197.0,6,5,4,84.82000000000001
1.0,357.0,59.0,35.5,21.5,8.0,92.5,6.5,1,0,1,2021,1,1,2,13,2,13,0,84.82000000000001,83.71,74.61,57.0,70.0,72.0,80.61583333333333,16.429257261564402,80.61583333333333,16.429257261564402,53.25,10.226191862076519,53.25,1.6619718309859155,0.13559322033898305,0.3644067796610169,0.25837988826815644,383.5,5457.5,1268.5,6,6,4,102.38499999999999
1.0,357.0,38.0,57.0,16.0,9.0,77.0,4.0,0,0,0,2021,1,1,2,13,2,13,0,66.61,100.0,87.285,35.5,40.0,31.0,78.65642857142858,21.454146591099384,79.78203703703703,20.406987259572293,45.0,8.180260794538682,47.59259259259259,0.6666666666666666,0.23684210526315788,0.42105263157894735,0.21508379888268156,152.0,2926.0,608.0,4,6,4,65.27
1.0,308.0,58.0,36.0,10.0,5.0,92.0,7.0,0,0,1,2021,1,1,2,13,2,13,0,79.35,55.47,55.47,25.0,76.0,76.0,79.5942857142857,18.36203134835837,79.5942857142857,18.36203134835837,55.0,22.78888618018295,55.0,1.6111111111111112,0.08620689655172414,0.1724137931034483,0.2977346278317152,406.0,5336.0,580.0,0,6,4,111.04
1.0,317.5,47.0,46.0,17.5,4.5,96.5,8.5,0,0,1,2021,1,1,2,13,2,13,0,97.8,57.85,101.51,80.0,52.0,55.0,84.88785714285714,15.440376683969122,83.10796296296297,16.786821711658597,61.142857142857146,15.159469773363577,57.51851851851851,1.0217391304347827,0.09574468085106383,0.3723404255319149,0.3029827315541601,399.5,4535.5,822.5,5,6,4,102.095
1.0,353.5,45.5,50.5,17.0,4.5,83.0,4.5,1,1,0,2021,1,1,2,14,3,14,0,65.27,116.62,87.285,38.0,53.0,31.0,73.17214285714286,13.602020639456146,79.62683333333334,19.246151041374677,43.92857142857143,7.412987316351009,47.38333333333333,0.900990099009901,0.0989010989010989,0.37362637362637363,0.23413258110014104,204.75,3776.5,773.5,4,4,4,78.23
1.0,379.0,26.0,16.0,24.0,7.0,71.0,5.0,0,0,0,2021,1,1,2,14,3,14,0,71.25999999999999,51.09,62.410000000000004,34.5,64.0,52.5,81.19857142857143,10.74417893337509,77.435,14.569217059069638,49.40476190476191,14.415737652423203,51.22916666666667,1.625,0.2692307692307692,0.9230769230769231,0.1868421052631579,130.0,1846.0,624.0,2,4,4,72.82
1.0,357.0,77.0,63.0,9.0,7.0,70.0,5.0,0,0,0,2021,1,1,2,14,3,14,0,102.38499999999999,83.71,74.61,59.0,70.0,72.0,78.22357142857142,16.278641352573448,78.22357142857142,16.278641352573448,56.642857142857146,12.95091465789928,56.642857142857146,1.2222222222222223,0.09090909090909091,0.11688311688311688,0.19553072625698323,385.0,5390.0,693.0,6,4,4,63.87
1.0,352.0,77.0,55.0,17.0,9.0,82.0,10.0,0,0,0,2021,1,1,2,14,3,14,0,111.04,55.47,55.47,58.0,76.0,76.0,81.32857142857142,16.142970016461696,78.09625,17.52001054916513,55.142857142857146,22.945068979547447,57.75,1.4,0.11688311688311688,0.22077922077922077,0.23229461756373937,770.0,6314.0,1309.0,0,4,4,67.61
1.0,357.0,22.0,29.0,21.0,3.0,97.0,5.0,1,0,0,2021,1,1,2,15,4,15,0,80.835,98.19,112.8,60.5,72.0,65.0,82.75142857142858,14.98664647674881,85.749,13.727005176334387,45.42857142857143,21.036532848492755,51.0,0.7586206896551724,0.13636363636363635,0.9545454545454546,0.2709497206703911,110.0,2134.0,462.0,3,0,4,85.99
1.0,392.5,60.0,34.0,22.0,7.0,73.0,3.5,0,0,0,2021,1,1,2,15,4,15,0,102.095,74.72,101.51,47.0,51.0,55.0,88.0307142857143,15.263806981596325,84.46916666666667,16.401686439374327,62.42857142857143,14.524199838627293,57.766666666666666,1.7647058823529411,0.11666666666666667,0.36666666666666664,0.1855146124523507,210.0,4380.0,1320.0,5,0,4,96.72
1.0,312.0,61.0,48.0,9.0,2.0,97.0,4.0,0,0,0,2021,1,1,2,15,4,15,0,114.79,83.14500000000001,102.52,73.0,25.5,41.0,81.91071428571429,21.91186634918993,82.065,20.291139339975118,62.57142857142857,12.712948030218934,57.9375,1.2708333333333333,0.03278688524590164,0.14754098360655737,0.30990415335463256,244.0,5917.0,549.0,1,0,4,62.82
1.0,303.0,36.0,24.0,15.0,9.0,78.0,9.0,0,0,0,2021,1,1,2,15,4,15,0,67.61,76.36,55.47,77.0,25.0,76.0,81.45285714285714,16.101637302135586,78.0,16.391012781399454,56.714285714285715,20.814372323903864,55.333333333333336,1.5,0.25,0.4166666666666667,0.2565789473684211,324.0,2808.0,540.0,0,0,4,77.23
1.0,341.0,57.0,41.5,17.5,8.5,88.5,7.0,0,0,0,2021,1,1,2,16,5,16,1,85.99,78.78,112.8,22.0,62.0,65.0,83.53357142857143,14.887375444283236,85.61318181818181,13.030369003356595,44.714285714285715,20.456981576911478,51.54545454545455,1.3734939759036144,0.14912280701754385,0.30701754385964913,0.25877192982456143,399.0,5044.5,997.5,3,2,4,84.255
1.0,325.0,34.0,24.0,16.0,11.0,77.0,8.0,0,0,1,2021,1,1,2,16,5,16,1,62.82,58.02,102.52,61.0,68.0,41.0,88.69928571428571,20.59839525071703,84.67333333333333,20.530335329701757,57.714285714285715,16.28613199130153,55.27777777777778,1.4166666666666667,0.3235294117647059,0.47058823529411764,0.2361963190184049,272.0,2618.0,544.0,1,2,4,105.54
1.0,311.0,23.0,69.0,21.0,10.0,94.0,4.0,0,1,0,2021,1,1,2,16,5,16,1,96.72,102.51,101.51,60.0,73.0,55.0,84.45642857142857,14.200534823932315,83.83469696969698,15.701651378441095,55.285714285714285,19.796584602015624,54.6060606060606,0.3333333333333333,0.43478260869565216,0.9130434782608695,0.30128205128205127,92.0,2162.0,483.0,5,2,4,77.49
1.0,337.0,71.0,24.0,16.0,1.0,81.0,6.0,0,0,0,2021,1,1,2,17,6,17,1,78.23,70.865,87.285,45.5,53.5,31.0,72.96857142857142,13.65287323676039,78.70075757575758,18.515039192859717,46.42857142857143,12.431239450904094,49.53030303030303,2.9583333333333335,0.014084507042253521,0.22535211267605634,0.23964497041420119,426.0,5751.0,1136.0,4,3,4,69.44
1.0,396.0,54.0,61.0,25.0,9.0,95.0,10.0,0,0,0,2021,1,1,2,17,6,17,1,77.23,83.6,55.47,36.0,75.0,76.0,76.14714285714285,20.730058461314666,74.846,18.392682240499894,53.714285714285715,19.189530875925424,55.2,0.8852459016393442,0.16666666666666666,0.46296296296296297,0.23929471032745592,540.0,5130.0,1350.0,0,3,4,46.46
1.0,346.25,48.5,32.75,16.75,6.0,86.5,7.5,1,0,0,2021,1,1,2,17,6,17,1,72.82,91.88,62.410000000000004,26.0,58.0,52.5,76.45571428571428,12.437541098280988,75.35111111111111,14.99375406998231,48.04761904761905,13.909999828831605,50.92592592592593,1.4809160305343512,0.12371134020618557,0.34536082474226804,0.24910007199424047,363.75,4195.25,812.375,2,3,4,58.68
